D & B Used Cars|111 Old Benbrook Rd|817-555-5555
91673|2015|Jeep|Grand Cherokee|SUV|Red|54000|27995.00
43729|2007|Honda|Accord|Sedan|Black|123000|6995.00
72094|2012|Chevrolet|Equinox|SUV|White|96000|10995.00
37182|2004|Toyota|Sienna|Van|Blue|140000|6995.00
68347|2018|Ford|Edge|SUV|Silver|34000|23995.00
92638|2002|Toyota|Avalon|Sedan|Gray|155000|4995.00
25487|2011|GMC|Acadia|SUV|Black|82000|18995.00
58134|2005|Ford|F-150|Truck|Red|135000|11995.00
83412|2016|Nissan|Altima|Sedan|White|48000|14995.00
42639|2008|Toyota|Highlander|SUV|Blue|118000|11995.00
69347|2001|Chevrolet|Express|Van|White|180000|5995.00
92056|1994|Jeep|Renegade|SUV|Orange|62000|16995.00
36584|2009|Honda|Fit|Sedan|Silver|125800|5995.00
74369|2013|Ford|Explorer|SUV|Black|72000|8995.00
